,company,cons,pros,rating,title
0,Google,"Awfully long commutes, no other cons though.",Good environment and amazing opportunities.,5.0,"""Pretty good"""
1,Google,"1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires the work-a-holics or if they create work-a-holics in us. Regardless, I have seen way too many of the following: marriages fall apart, colleagues choosing work and projects over family, colleagues getting physically sick and ill because of stress, colleagues crying while at work because of the stress, colleagues shooting out emails at midnight, 1am, 2am, 3am. It is absolutely ridiculous and something needs to change. 2) Poor management. I think the issue is that, a majority of people love Google because they get to work on interesting technical problems - and these are the people that see little value in learning how to develop emotional intelligence. Perhaps they enjoy technical problems because people are too ""difficult."" People are promoted into management positions - not because they actually know how to lead/manage, but because they happen to be smart or because there is no other path to grow into. So there is a layer of intelligent individuals who are horrible managers and leaders. Yet, there is no value system to actually do anything about that because ""emotional intelligence"" or ""adaptive leadership"" are not taken seriously. 3) Jerks. Sure, there are a lot of brilliant people - but, sadly, there are also a lot of jerks (and, many times, they are one and the same). Years ago, that wasn't the case. I don't know if the pool of candidates is getting smaller, or maybe all the folks with great personalities cashed out and left, or maybe people are getting burned out and it's wearing on their personality and patience. I've heard stories of managers straight-up cussing out their employees and intimidating/scaring their employees into compliance. 4) It's a giant company now and, inevitably, it has become slower moving and is now layered with process and bureaucracy. So many political battles, empire building, territory grabbing. Google says, ""Don't be evil."" But, that practice doesn't seem to be put into place when it comes to internal practices. :(","1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day. 2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc. 3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive. 4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse). 5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true. 6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).",4.0,"""Moving at the speed of light, burn out is inevitable"""
2,Google,"* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension). * The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows; as a percentage it's supposedly the same as it ever was, but with larger numbers of poorer quality engineers it just _feels_ like things might be changing for the worse. * Also with growth means more internal-confidential data leaks (again, because of the raw numbers of people) -- product announcements being ruined, etc. That means the company has to be tighter-lipped internally to avoid leaks, which makes things less open. It's still an amazingly open place, but less so than it was even a couple years ago. The good thing is they recognize it and actively look to improve things because they know how important it is to keep the good culture.","* If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused). * The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties (at Waldorf Astoria, NY Public Library, MoMA, etc.); overnight ski trips to Vermont; overnight nature trips to the Poconos in the summer; summer picnics at Chelsea piers; and on and on and on. I don't see this going away unless the company starts hurting financially. * Speaking of which, the company is doing quite well, which reflects in bonuses and equity grants. * There a huge diversity of work ranging from defending independent journalism worldwide (Google Project Shield) to crisis response during disasters (see Maps during Hurricane Sandy or Tsunamis), to the best machine learning experts and projects in the world, to more mundane revenue-driving projects in advertising, there's really something for everybody. * It's easy to move around within the company as long as you're in good standing (the vast majority of engineers are). * The company is amazingly open: every week Larry Page and Sergey Brin host what's called TGIF where food, beer, wine, etc. is served, a new project is presented, and afterward there's an open forum to ask the executives anything you want. It's truly fair game to ask anything, no matter how controversial, and frequently the executives will be responsive. * No, nobody cares if you use an iPhone, Facebook, shop with Amazon, stream using Spotify, or refuse to use Google+. The company is amazingly open and flexible. Neither pro nor con, but general information on work-life balance, promotions, and advancement. * Work life balance can be what you want it to be on most teams. (Some teams are in more competitive sectors and require more crazy hours all the time - but very few of them). If you do what's expected, you'll be fine at least for a handful of years. Working a roughly 40 hour work week is possible, and many people do it. There are also people who are hyper-motived and work like crazy just because they love it, or because they're competitive, or they want to get a promotion. If you work 40 hour weeks without putting in anything extra, you'll fall behind them as they advance and you stand still - and maybe that doesn't matter, so it works out for everybody. But at least know where you would realistically stand. * If you excel and work your butt off, you'll be compensated and promoted. If you let yourself be a code monkey, and just sit coding with your head down all day, you'll be fine but won't advance. A big complaint from some Googlers is about not being able to advance ""even at Google"" with pure coding. Sure, if you're the uber genius who created MapReduce and Bigtable, you're going to advance like a rocket without having to do anything but coding; but if you're like most engineers at Google -- smarter than average, but just average compared to other Googlers -- you're just a good coder and not revolutionary. Code monkeys are important to actually get stuff done, and to be sure you absolutely need to be a good coder as a software engineer (it's the minimum requirement), but code monkeys won't advance because they're not leaders and they're easy to replace. To get promoted you need to lead and do more than just code. There are plenty of ways to lead other than being an official tech lead, so this isn't actually _that_ hard, so the real point is just that you can't just sit there coding what other people tell you to code all day and expect to advance.",5.0,"""Great balance between big-company security and fun, fast-moving projects"""
3,Google,"I live in SF so the commute can take between 1.5 hours to 1.75 hours each way on the shuttle - sometimes 2 hours each way on a busy day or rainy day. That means being on the bus for 3-4 hours PER DAY. It's a wired bus though which means you can work on the way to Mountain View. But it can feel brutal. Your first year or two are really important in terms of your career at Google and they affect how you're viewed, and your ability to be promoted. You should always ask to work on high profile projects. If you don't get them, don't expect to get high ratings or get promoted. Always volunteer for cross functional group work for maximum exposure, and then work hard at those things. You'll likely work on something that no one will explain to you and it will take you at least a year to be comfortable doing what you're working on, even if you're super quick at learning. No one has time to train you or teach you what you're doing - which is kind of hard. After two or three years, people you started out with at Google start to get promoted. If you're not one of them, you'll wonder why and how it happened, and that process is somewhat political and not always clear. It's a big company now. And super political. So don't be naive. Expect some people to be catty, some people to be territorial, and be prepared to be mentally tough. Don't let people see your vulnerableness. It's a Darwinistic culture with a huge dose of 30-something idealism on top which can fool you into thinking that people are easygoing - they're not. They're driven. If you're not driven, you're not going to fit in. When you start at Google, it seems like peer reviews are super important - they are, but they are the sprinkles on the fro yo. The important thing is that your direct manager knows your work, likes your work and likes you, and then you can get promoted. If your boss doesn't like you, all the positive peer reviews in the world won't help you. Make sure you know what your boss wants, and give it to them. You will have weekly one on ones, and make sure you are addressing your performance at each one, asking if they have questions, how you can improve, can you work on cross functional projects, etc. It's really hard to find work life balance at Google. The workload is huge. I hardly have time to work out. The commute is brutal. My family sometimes needs more from me and I can't give it. I'm still trying to find the balance. I think I need more down time than most people so I have a hard time being structured every day to fit all the things I want into my day, so a lot of things slip, like working out.","You can't find a more well-regarded company that actually deserves the hype it gets. You'll work on cutting edge projects / solve important issues that impact your community and the world You'll meet interesting people who are your colleagues, managers, and senior management. You'll open the paper and see your company in the news almost every day, and read about projects you're working on, which is a cool thing You'll see Larry and Sergey at TGIF and you'll admire how they lead the company. They are brilliant, goofy, low key but intense, and likeable. There are 22 cafes (more or less), the food is excellent, and it's free. Your pay will typically be competitive, though it needs to be tweaked up a bit since the economy has improved. Google cares about how it treats its employees. The campus is like an academic campus in many ways. There are tons of activities on campus, like authors speaking about their books, films after work, and gyms where you can work out - but you'll need to make sure to carve out time to do these things. You'll get plenty of external validation from people who suddenly think you're smart and rich because you work there, even if you're not rich and you're as smart when you didn't work at Google. If and when you leave, you'll never regret having that company on your resume. It opens doors. The company is flexible - if you're lucky, you won't have a micromanager boss and you can be somewhat flexible in how you work - but don't get me wrong - you'll work a LOT. But you don't have to do all of it chained to your desk.",5.0,"""The best place I've worked and also the most demanding."""
4,Google,Slow promotion and career progress opportunities,"Great colleagues Awesome, engineering driven culture",5.0,"""Great place to work"""
5,Google,Nothing that I think of.,"Work culture, food, and ownership",5.0,"""Good"""
6,Google,Too big to climb up,"The company has great culture, a university that allows people to develop",5.0,"""Great culture"""
7,Google,There were no cons in the experience.,Why do you want to work here?,5.0,"""Interview questions"""
8,Google,Sometimes peers are slow. Sometimes too busy,Everything is good. Free food!,5.0,"""Very good"""
9,Google,Hard to get promoted as projects could change directions.,Great people to work with. Really impactful projects.,5.0,"""L4 Eng"""
10,Google,No cons that I can think of.,Amazing place to work. Great work life balance. Free food and good work culture.,5.0,"""Good work culture"""
11,Google,Lacked fast pace energy I enjoyed at start up,I had good work life balance,5.0,"""would recommend"""
12,Google,long hours stress full work load,good perks good food fun workplace,5.0,"""good company"""
13,Google,No cons. I enjoyed my job.,Working independently traveling and seeing so many places.,5.0,"""Excellent experience. I was a Google streetview driver for 7 months covering areas from Southern CA to AZ to NV."""
14,Google,various department work in siloes sometime,very good compensation and culture,5.0,"""project manager"""
15,Google,alot goes on behind closed doors,its google... the connections are endless,5.0,"""Great place to work"""
16,Google,"can't say anything bad about the company, but it is not the start-up culture it once was",great co-workers and great benefits,5.0,"""great company"""
17,Google,No cons except for the rains,Everything is great and fabulous,5.0,"""Very Positive Environment and Smart Managment"""
18,Google,"Big company, complex infrastructure, not enough focus on user interface.","Great culture, lots of flexibility, respectful people, free food.",5.0,"""Great place to work"""
19,Google,"Culture has shifted a bit as it has grown, less openness across the board due to leaks",Surround yourself with people who are smarter than you Amazing perks,5.0,"""Good perks, better people"""
20,Google,good job no complain and no con,great job excellent company to work for,5.0,"""na"""
21,Google,"Bureaucracy, Politics on certain teams, Non-transparent calibration/performance review process, Non-flexible career path","Benefits (insurance, finance, 401k, education, etc), Coworkers, Flexibility of work time/location, Compensation (if you get promoted quickly),",4.0,"""Great perks, great people, can get political due to its sheer size"""
22,Google,Nothing to say really. They are great,The best company in the world,5.0,"""Great company"""
23,Google,No other company has benefits as good,Lots of benefits and perks,5.0,"""Great Company"""
24,Google,Can be political for growth.,Brand recognition in the bay area.,5.0,"""Good company"""
25,Google,Increasing corporatism as of late,Open and kind coworkers; open culture to contribute across entire company,4.0,"""Lots of opportunities to work various projects"""
26,Google,Big company politics sometimes get in the way of progress,Work on things that change the world for the better,5.0,"""High impact"""
27,Google,the atmosphere in the team was difficult,- Salary was really high - Office was big and comfortable,5.0,"""The best place to work"""
28,Google,Sometimes gets tense with deadlines.,"Google Perks, build up resume, opportunities right and left. Unlimited potential.",5.0,"""The place to be"""
29,Google,Life after Google can be a let down at other companies Size,One of the best environments for doing great engineering work Stellar co-workers Opportunities across multiple technology areas Great perks,5.0,"""Engineering @ Google"""
30,Google,Your work is just a little piece of a huge machine.,So many projects to choose from. Wonderful work-life balance.,4.0,"""Still a great place no matter the headlines"""
31,Google,Can feel big-company at times,Invests in its people for the long term,5.0,"""Still a good place to be"""
32,Google,ehhhh io ont really know any cons about them,very good i would reccomend to everyone,5.0,"""Very good"""
33,Google,Middle management layers of ballooned over the years which slows down decision making,Perks and workplace environment made me look forward to coming into work everyday for nearly 10 years,5.0,"""Great work environment with talented peers"""
34,Google,peer pressure. too many chinese people,"good atmosphere, good food, people are nice",4.0,"""software engineer"""
35,Google,"Larger company, lots of layers of management","Benefits, 5 weeks vacation, good culture",5.0,"""Great company"""
36,Google,nothing to tell any conws,nice place to work here,5.0,"""nice place"""
37,Google,overall experience has been great,Great company to work for,5.0,"""Great company to work for"""
38,Google,"long hours, hard work load","Benefits, people and just a good place to get experience.",4.0,"""Great place to work at"""
39,Google,"Onboarding is useless, management is overworked and detached. Some teams spend their entire time for 3 years doing nothing but pointless busywork. Things move incredibly slowly. No autonomy.","Good pay, very stable. Work on products that will stick around for a long time, for better or for worse.",3.0,"""Dehumanizing and depressing"""
40,Google,Nothing about cons for this app,Genuine for job searchers very happy to use this app,5.0,"""Very useful and very easy to search"""
41,Google,can be stressful at times,"great salary and benefits, cool opportunities",5.0,"""Awesome Job"""
42,Google,Part of a machine. Uninspiring.,"The usual: comfortable, high-paying, and very impressive coworkers.",4.0,"""Good job at the machine"""
43,Google,"Big company, lots of bureaucracy","Smart people, great perks, good compensation",5.0,"""Fun place to work"""
44,Google,nothing at all lmfao rofl,"everything, honestly it was all so good xd",5.0,"""Great experience at google"""
45,Google,"Despite huge size, still growing so fast - change brings challenges!","Autonomy, trust, great coworkers, AMAZING perks, great pay, let's you have a LIFE outside of work",5.0,"""It really is the best place to work..."""
46,Google,You can sometimes get lost in the pool of extremely competent engineers and feel intimidated.,Lots of cool projects to work on; amazing benefits.,5.0,"""Fun environment with lots of opportunities to grow."""
47,Google,The cafe is not good.,Work/Life balance is very good. I also love Google Culture.,5.0,"""Working at Google"""
48,Google,there are no cons to working here,fun place to work at,4.0,"""google"""
49,Google,It is not the best.,It is okay. Not too bad,5.0,"""Okay Company"""
50,Google,"it's now a big organization, many politics especially at the business org","great benefits.e.g medical, mat leave, perks are awesome.",4.0,"""Highly dependent on your team/manager"""
51,Google,Career progression might be limited. Capped commissions.,Friendly team culture. Inclusive workplace,5.0,"""Great place to work"""
52,Google,not anything i can think of,You get the opportunity to learn new things and can really use your knowledge to improve and make possible optimizations for the task assigned to you,5.0,"""Best place to work for"""
53,Google,To improve Google security which is now easily hackable,To increase security of the Google pay,5.0,"""Security"""
54,Google,I cannot think of and cons,"nice place to work, to collaborate",5.0,"""good workplace"""
55,Google,"Getting too big Promo process is not optimal, long-timers know how to game it. If you are stuck in a non-strategic area or long-running project, your rating/promo gets affected.",World leader in benefits Great offices Lots of product areas to work in People are in general smart and driven Some very cool innovations in multiple product segments. Good culture overall - puts performance onus on employee.,4.0,"""Incredible benefits, cool projects"""
56,Google,Nothing I can think of,"Perks, good pay, flexible work schedules",5.0,"""Great place to work"""
57,Google,Too big of a company,very nicely structured and one fo the best places to work,4.0,"""Good Place"""
58,Google,"Long hours, repetitive tasks, and","Good Pay, management, working environment.",4.0,"""project manager"""
59,Google,"Nothing to compliant about, recommended.","Good Salary, friendly colleges, good management",5.0,"""Good company to work for"""
60,Google,Google dont have cons about the job,Good Job and Good Opportunity. Good Benefits,5.0,"""Good Job and Good Opportunity. Good Benefits"""
61,Google,No cons which are deal breaker,Amazing place to work with some of the smartest people,4.0,"""Good place to work"""
62,Google,"Heavy workload, overtime working","Career development, Good pay, nice working environment",5.0,"""Good place to work"""
63,Google,"Huge company, feels really huge","Smart people, great perks and comp",5.0,"""Great experience"""
64,Google,"Nothing, the best place to work",loved working here. amazing place,5.0,"""Amazing place to work"""
65,Google,"Far too focused on metrics, which ate into productive time. Our department was understaffed for half a year. Which meant we spent more time working on tickets, and less on more interesting project work that could yield great reductions in ticket work. The type of work was not good long-term for a career as it was primarily product support. If you are a software developer considering a role as a Technical Account Manager, it could be hard to get back into software development later. No easy way to measure difficulty/complexity of a ticket, so an easy one would net you the same amount of credit as a difficult one. So the incentive was to take lots of easier tickets, which caused resentment. You feel an implicit pressure to work first thing when you wake up, then again after work, and even on weekends to meet certain metric goals.","Great compensation, benefits, and food.",4.0,"""Focused too much on metrics, we were understaffed, implicit pressure to work on weekends"""
66,Google,no cons at all in the google company,salary company benefits pride job,5.0,"""best company"""
67,Google,"some small politics as you get more senior, but nothing too bad compared to traditional companies",Amazing company to work for continuous growth and learning great remuneration amazing people,5.0,"""Fantastic employer"""
68,Google,Not the most organized,Pay is sufficient for a c o o,4.0,"""Coo review"""
69,Google,Limited personal growth opportunity cuz a very limited scope is designed to each role,"Life style, team culture, personal branding",4.0,"""Great place with limited growth opportunity"""
70,Google,Limited personal growth opportunity cuz a very limited scope is designed to each role,"Life style, team culture, personal branding",4.0,"""Great place with limited growth opportunity"""
71,Google,Hours and lack of flexibility,"Challenging work, interesting coworkers and fun environment.",5.0,"""Great Environment"""
72,Google,There is limited growth opportunities,Google has a very good working environment,4.0,"""Good Company"""
73,Google,None really to be honest.,"Good job, good pay, fun.",5.0,"""Great"""
74,Google,No cons About google phoenix,Everything about this job was great.,5.0,"""IT"""
75,Google,The performance review process is too annoying,"Nice place, good food, great compensation",4.0,"""Nice environment, annoying performance evaluation"""
76,Google,One drawback is there are no inventory level guarantees.,"flexible, friendly, collaborative, good, supportive",5.0,"""Great Company"""
77,Google,"- So much bureaucracy, tons of pointless meetings, lots of decisions being made for political reasons. As a ""rank-and-file"" software engineer, there were instances where I disagreed with what was asked of me and was told to do it anyways without being given a convincing reason for why (the cynical reason is that doing it would get someone promoted). - Promotion process is broken. There were instances where I did what was best for the product/company, and it hurt me when it came to perf time. - Hiring bar lowered over time. It's still okay, but definitely not as high as some smaller companies. - The food is free, but it's not great. I'd rather pay for good food.",Lots of great things about Google that other people summarized. But to give my list: - Smart coworkers (on average) - Best tech infrastructure of any company in the world - Reasonable work-life balance - Perks and Food,3.0,"""Tons of Bureaucracy"""
78,Google,Silicon Valley is extremely expensive and rent eats considerably into earnings.,Freedom to pursue interests and great mentorship from experts in the field.,5.0,"""Great company for an internship"""
79,Google,"The environment is atrocious for an ADD/ADHD mind. * There's far too much time spent context gathering arcane Google-specific info from generally bad documentation that is only available in written formats. (which is maddening if you have difficulty reading). * Code is extremely obfuscated by boilerplate, and thus requires substantially increased attention to understand a flow through the many layers. * The products are generally time-consuming or impossible to compile and test locally, so if you're not sure how a language feature works, you need to go read the internal documentation instead of doing a test in your IDE. * There is little opportunity for creativity and problem solving. Problem solving skills have largely been replaced by skills requiring you to scour documentation to find the right internal library to solve your problem. Creativity is largely removed by strict coding processes intended to promote a highly conformed product. * Velocity is intentionally slowed down by processes in order to promote a higher quality product (e.g. forcing you to spend 6 hours to what should take 2 hours). While this is understandable, it's also difficult if you need your job to be engaging and fast-paced. * Google has been converting a lot of common spaces into more desk spaces, meaning offices are noisier, and the facilities (such as bathrooms, conference rooms, cafeterias, meditation rooms, and even the fitness facilities) regularly have lines and/or are difficult to find unoccupied.",- Pay and Benefits package is phenomenal,3.0,"""Bad environment for ADD/ADHD people"""
80,Google,Lots of very incompetent people hired from non tech companies lately Moving to a focus in bureaucracy TPMs are mostly clueless,"Focus in technology, decent perks",2.0,"""Used to be a Great Place to Work"""
81,Google,"Boring, too boring, people are too beautiful here",Very safe place free food,5.0,"""Have"""
82,Google,Overly complicated infrastructure and promotion system that rewards shipping random microservices.,Great work life balance and flexibility.,4.0,"""Great benefits and coworkers. Boring and frustrating work and internal bureaucracy."""
83,Google,"firedrills, pressure, sometimes late hours","work xfn across Sales, PM, Eng, Marketing, global travel across world",4.0,"""Good place to work - high visibility to senior execs"""
84,Google,"No impact, very corporate",Learn how to work for real at a big corp company,4.0,"""Great company to learn"""
85,Google,"Sometimes I feel too full from eating gourmet food all day long. Everyone is so accomplished, productive, and happy that it can make you feel insecure.","Employees are able to speak their minds and stand up fo what they believe in. That is why you see walk-outs and hear about things that employees want to improve. Google executives listen and employees are empowered to speak their minds without fear of retribution. Life at Google is far better than almost any company and just about every employee comes to work and leaves work happy. All the news articles looking to find something wrong with working at Google are misguided. The writers don't understand that voicing a desire for equality, inclusion, and diversity are cornerstones of the Google culture. It doesn't mean employees are unhappy. It means they are good people fighting for continuous improvement in these areas even if Google is already excelling in these areas. People will always ask Google to do even more good for the world and their employees because they know Google will take action. It's awesome.",5.0,"""Articles about disgruntled employees are amusing"""
86,Google,Too big with politics and dynamics,"The usual stuff: perks, free food, amazing offices",3.0,"""Company is too big"""
87,Google,Getting very large and beuracratic,They have very good salaries,4.0,"""+1"""
88,Google,Not much I can complain about,Good and very encouraging work place,4.0,"""Great"""
89,Google,"Canceled my 12-month contract abruptly, 10.5 months early. Don’t offer parking for TVCs. Had to pay $250 per month to park. Want to take the gBus- TVCs have to pay for that too. Unless you are absolutely desperate, don’t work contracts jobs. You’ll mostly likely loose out in the end.","Free food. Cool office. Dog friendly. Do not value “TVCs” - Temps, Vendors, Contractors",2.0,"""Contract-role? Beware."""
90,Google,I can't think of any cons,Everything about working here is great!,5.0,"""Great company to work for!"""
91,Google,The company has grown too big for a low level Engineer to have meaningful impact,"Friendly peers, nice perks, lots of learning.",4.0,"""Great place to work"""
92,Google,nothing bad worth saying about it,lot of freebies and stuff,5.0,"""Best company and job ever"""
93,Google,There isn't anything to dislike at Google!,What's not to like at Google??,5.0,"""Love Google &lt;3"""
94,Google,- Increasing bureaucracy and politics - Unclear long-term vision,"- Smart, motivated coworkers - Excellent compensation and benefits",4.0,"""Depends a lot on which team you join"""
95,Google,Eroding brand and culture. Hiring too many external managers too quickly,Great brand and great opportunities,4.0,"""Google Cloud"""
96,Google,"It’s hard to get promoted, Your expectations for your next job will be harder to meet","Amazing food, Working with Cool Gadgets, Relaxing break time",5.0,"""good place"""
97,Google,"As the company grew, it can be harder for one individual to have an impact.",Great company if you like driving growth.,5.0,"""Still a growth-focused company"""
98,Google,some teams do micro management.,Nice Place to work. Good team.,4.0,"""Good Place"""
99,Google,Company is so large it is easy to feel you're a tiny part of it. Progression is pretty difficult. Company likes to underlevel people (bring them in at a level lower than they should be). Promotion timelines are long.,"Great compensation (90 to 95th percentile of the market). Amazing benefits (50% 401k match, free food, free transportation, transportations supplement, free phone, massages, pay for your internet, and a lot more.",5.0,"""Lives up to the hype"""
100,Google,"It's a little downside, but it's just getting bigger.",", a place that just continues to grow, a place where you can work with pride and work in a relaxed way.",5.0,"""A place full of good colleagues, good welfare"""
101,Google,There are no cons except expensive area.,High pay. Free food. Travel,4.0,"""Good job"""
102,Google,"Food sucks, takes forever to get a coffee.","Pay is 10% less than SV, people are more relaxed",4.0,"""Food sucks here"""
103,Google,Too many meetings and promo is difficult,Good work life balance and reasonable pay,4.0,"""None"""
104,Google,promo depends on projects too much,good work life balance here,5.0,"""good"""
105,Google,-Salary -Work/life balance -Politics A great place otherwise.,-Smart people -Great culture -Great food &amp; benefits,5.0,"""Great Launchpad"""
106,Google,"Seems like the perks just keep decreasing. You’ll also deal with a lot of egos. People use the performance review tools to air their grievances when they could’ve just told you about the problem and resolved it. Also, good engineers don’t always make good managers.",Definitely working with some smart people and work life balance was for the most part good. The perks are good as well,4.0,"""All that glitters is not gold"""
107,Google,"Long hours, but not that bad.","Good benefits, free food too.",4.0,"""Good"""
108,Google,Experience not useful outside G,Great place to work. Free food and drink!,5.0,"""Great place to work"""
109,Google,"A large company, hard to level up.",The luxury of being able to work with some of the best minds.,4.0,"""Great culture, values, and products!"""
110,Google,- constant thrash; Game of Thrones-like politics - arrogance of coworkers,"- compensation, perks - countless opportunities to learn from brilliant coworers",3.0,"""Constant thrash"""
111,Google,Benefits are ZERO to NONE,Free snacks and nothing more provided,1.0,"""TERRIBLE"""
112,Google,None. It’s an amazing place to work,"Smart people, interesting problems to solve, lots of responsibility",5.0,"""Great place to work"""
113,Google,"long working hours, lengthy journey",good work place learning environment,5.0,"""good work place, learning environment"""
114,Google,Nothing to complain it's all good,Good environment for newbees. Very satisfied,5.0,"""Awesome"""
115,Google,"Suffering from large company problems, slow to make decisions and much of productive time is spent in meetings.","Great benefits, working with smart people.",5.0,"""Google"""
116,Google,Very top-heavy. MBA types and politics are spoiling culture,"Lots of perks, healthy culture",3.0,"""Good"""
117,Google,promotion can be tough. salary change is not as fast as facebook etc.,"great work lift balance, friendly working environment",5.0,"""Great Company"""
118,Google,It's less competitive then before,"Google is a great company overall, but now it's less competitive",4.0,"""Not so good as before"""
119,Google,"Not many really , awesome company",Great great great great great,5.0,"""Pro"""
120,Google,"all is useless, don's come","never come here, wasting of time",4.0,"""ambitious / young / naive / boring /stupid"""
121,Google,- Internal politics - Lack of transparency in promotion process - Fake performance quota system,- Benefits - Work time flexibility - Work / Life balance,3.0,"""Google has changed over the years."""
122,Google,"Benefits are becoming worse and worse. Work environment is even worse, the same as a conventional company.",A lot benefits make life easier.,2.0,"""Conventional company"""
123,Google,"overworked in some occasions, upward mobility lacking","interesting work, great people, overall awesome.",5.0,"""great job"""
124,Google,The place is very matrixed and sometimes it means decision-making could be slowed down,People are very good at what they do. They are open to having conversations and helping out new employees,5.0,"""Collaborative culture, challenging work and high-caliber coworkers"""
125,Google,Work can be slow at times depending on your position,Lots of benefits for employees of company,5.0,"""Good Environment"""
126,Google,Can get stressful Imposter syndrome hits because you're surrounded by so many over qualified people Not a lot of interesting work Very competitive Perf system is painful and stressful Really hard to start off on a good team Getting promoted takes a long time A lot of effort and time goes into launching anything which is annoying because they expect you to move fast and have high impact,Great Perks Lots of smart people to learn from Great Pay,4.0,"""Hit or Miss"""
127,Google,Hard to grow as quickly as other companies,"Smart people, good pay and lots of interesting projects",5.0,"""Good"""
128,Google,Constant change with technology is hard for a company.,"Fun culture, nice people with hard work ethic",5.0,"""Good company to work for"""
129,Google,Depending on your team it can be slow.,"Incredible benefits, very strong package, work with bright people in a collaborative way.",5.0,"""The best benefits, package and work with some of the best and brightest"""
130,Google,Depending on your team it can be slow.,"Incredible benefits, very strong package, work with bright people in a collaborative way.",5.0,"""The best benefits, package and work with some of the best and brightest"""
131,Google,It's google and everyone will know you're working there,"Not the best, not the worst",1.0,"""OKay"""
132,Google,Terrible commute coming from the coty,"Good perks, easy schedule, great team",4.0,"""Great!"""
133,Google,Too big now with rapid increase in headcount since 2016.,Great co-workers; Large Impact; Decent pay,5.0,"""Decent impact, pay, learning opportunities"""
134,Google,Growth path is too difficult,"Salaries, work from home, benefits, perks",5.0,"""Amazing experience"""
135,Google,"-""Google = Ferrarris competing over parking spaces""... smart people with limited opportunities",-Sharp colleagues -Influencing a critical component of any company's growth plan,5.0,"""A+"""
136,Google,The values of the business may not align with personal values.,"Smart, kind colleagues, interesting challenges",5.0,"""Great experience"""
137,Google,None I can think of,Small independent teams. Brilliant people. Exciting technical projects. Made by engineers for engineers.,5.0,"""Awesome company"""
138,Google,"Challenging culture of employee performance management, can beget an undercurrent of competition and rat-race syndrome to greater visibility, impact, recognition, promotion and better pay. Your experience can be really pendant on the manager and the function you're in. Managers are not as intentionally selected, well-trained, or well-incentivized as they should be. Not all managers are trained diligently enough to operate with a true servant leadership style, and it's palpable, and can be detrimental to the growth and development of employees underneath them. This is something Google is actively working to redesign, but a behemoth of an organization takes many cycles of evolution to move the needle. Prepare to constantly exist amidst re-orgs and change. The organization is so large, that the work is segmented into singular functions, and the result is that you feel this urgent need to pile project work onto your plate to prove your worth and get promotion-ready. Career opportunities are there, but internal mobility is a true black box. Feels slow-moving, inaccessible, and not very transparent. A huge hiring push across the last 3 years has made for growing pains, a culture of question-asking, and culture of leaks.","Truly the cushiest place to work on Earth. Fantastic perks, benefits, and pay. There's runway to run with creative ideas (to an extent), but as with any organization of 100,000 full-time employees globally, it can be impossible to see organizational change move quickly.",4.0,"""Good Intentions, Struggling with Growth Momentum &amp; Scaling"""
139,Google,- lots of work - not the best senior management,- mentorship - great people - free food,5.0,"""great culture"""
140,Google,Promotions can be slow at times.,"Smart colleagues, interesting projects, amazing perks.",5.0,"""Best place to work if you're a software engineer"""
141,Google,"Temps, Vendors, Contractors should get Googler benefits","Great working conditions, with amazing people!",5.0,"""Love working for Google on the Google Maps team. Great people, great atmosphere, great work!"""
142,Google,"* i started as a contractor and had to go through the rather long and ambigiuous conversion process that keeps starting and stopping. Fairly unique to the staffing org, but it's straight up not a great way of converting people that you want to hold onto long term","* Dog Friendly * great campuses, and the ability to work from other campuses when traveling (including international) *free food and coffee bars never gets old",5.0,"""the work life balance and benefits are as good as I imagined"""
143,Google,Big company and all that follows,People are smart Opportunity to work on a great technologies Nice working conditions,5.0,"""Great Company"""
144,Google,- transparency can create noise. e.g. a few political rabblerousers can get their message heard. just learn how to ignore it.,"- it's Google - excellent pay, share in the company's growth through stock grants - very transparent company - interesting work",5.0,"""Wonderful place to work, exciting growth. The stories are true."""
